numero_processo;classe;assuntos;municipio;data_ajuizamento;data_ajuizamento_hora;ultima_atualização_hora;formato;codigo;orgao_julgador;ultima_atualizaçao
7,44E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/09/2013;08:30:15;05:49:38;Físico;7,44E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,68E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;09:38:19;05:59:44;Físico;9,68E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,01E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;07:48:14;11:40:42;Físico;1,01E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,00E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;12:52:40;11:40:44;Físico;1,00E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,95E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/09/2013;09:48:32;11:46:51;Físico;6,95E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,36E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;17/09/2013;10:32:01;11:46:53;Físico;7,36E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
5,82E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;01/08/2013;08:24:49;11:46:55;Físico;5,82E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,65E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;08:27:10;11:47:09;Físico;9,65E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,46E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;11:29:59;11:56:18;Físico;9,46E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,00E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/08/2013;09:09:07;11:56:21;Físico;6,00E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
5,28E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/07/2013;08:12:15;12:20:40;Físico;5,28E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,29E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;08:57:42;12:20:44;Físico;9,29E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
4,80E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;04/07/2013;09:32:36;12:20:45;Físico;4,80E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,90E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;13:13:39;12:20:48;Físico;9,90E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,51E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;12:36:24;12:20:48;Físico;9,51E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,35E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/08/2013;08:41:57;12:56:00;Físico;6,35E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,69E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;08:47:35;12:56:21;Físico;7,69E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
5,01E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/07/2013;09:49:06;13:00:43;Físico;5,01E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,72E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;11:07:56;15:27:37;Físico;9,72E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,03E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;05:57:03;15:28:10;Físico;7,03E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,72E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;10:01:03;15:28:17;Físico;7,72E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,02E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;09:30:50;17:22:51;Físico;1,02E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,01E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/08/2013;08:40:15;17:23:02;Físico;6,01E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,93E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;14:11:44;17:23:03;Físico;9,93E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,56E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/09/2013;07:56:05;17:23:15;Físico;7,56E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,62E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;08:01:56;17:23:12;Físico;9,62E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,39E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;06:49:15;17:53:57;Físico;9,39E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,26E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;07:47:58;21:00:37;Físico;9,26E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,56E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;15:27:52;21:00:42;Físico;9,56E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,84E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;05/09/2013;08:28:22;21:00:42;Físico;6,84E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
5,44E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/07/2013;08:17:20;21:00:46;Físico;5,44E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,96E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;07:39:17;21:01:23;Físico;9,96E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,52E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;13:32:42;21:01:43;Físico;9,52E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,85E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;07:57:37;21:01:50;Físico;9,85E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
9,51E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;12:50:08;21:01:52;Físico;9,51E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
1,02E+17;Cumprimento de sentença;Indenização por Dano Ambiental;Altamira;22/11/2013;08:19:05;21:05:09;Físico;1,02E+17;2ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
6,95E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/09/2013;10:04:00;21:18:36;Físico;6,95E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
5,46E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/07/2013;11:03:55;22:17:25;Físico;5,46E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
4,92E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;08/07/2013;09:37:30;23:02:02;Físico;4,92E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,70E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;09:45:09;23:21:36;Físico;7,70E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;15/10/2024 00:00
7,73E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;10:28:48;00:59:20;Físico;7,73E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,45E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/09/2013;08:48:40;00:59:21;Físico;7,45E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,38E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;07:03:22;00:59:25;Físico;9,38E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,52E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;23/07/2013;10:13:35;00:59:45;Físico;5,52E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,94E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;05/08/2013;08:34:07;01:00:17;Físico;5,94E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,91E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;12:45:38;01:02:13;Físico;9,91E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,01E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;05:27:09;01:02:45;Físico;7,01E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,46E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/09/2013;10:17:28;01:04:11;Físico;7,46E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,01E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/08/2013;06:51:12;01:00:50;Físico;6,01E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,64E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;07:27:48;01:00:50;Físico;7,64E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,10E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;12/09/2013;06:25:23;01:01:24;Físico;7,10E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,18E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;10:11:24;01:01:38;Físico;7,18E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,18E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;09:06:46;01:06:10;Físico;7,18E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
8,03E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Altamira;18/12/2018;13:36:43;02:04:59;Eletrônico;8,03E+18;VARA AGRÁRIA DE ALTAMIRA;16/10/2024 00:00
9,87E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;08:31:04;02:12:39;Físico;9,87E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,11E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;15/07/2013;06:19:33;02:12:42;Físico;5,11E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,68E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;09:27:37;02:12:58;Físico;9,68E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,35E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;17/09/2013;07:35:56;02:14:39;Físico;7,35E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,01E+17;Cumprimento de sentença;Indenização por Dano Ambiental;Altamira;21/11/2013;14:14:45;02:14:45;Físico;1,01E+17;2ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,89E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;12:24:27;02:12:27;Físico;9,89E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,52E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;23/07/2013;10:44:38;02:12:33;Físico;5,52E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,32E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/07/2013;10:19:23;02:12:37;Físico;5,32E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,01E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;13:48:55;02:12:51;Físico;1,01E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,02E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;13:10:48;02:12:52;Físico;1,02E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,89E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/09/2013;06:39:34;02:13:09;Físico;6,89E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,05E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;10/09/2013;08:53:33;02:13:20;Físico;7,05E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,94E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;08:51:38;02:13:28;Físico;9,94E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,00E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;11:31:09;02:23:02;Físico;1,00E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,27E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;08:46:44;03:28:06;Físico;9,27E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,10E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;12/09/2013;07:58:26;12:30:19;Físico;7,10E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,01E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;14:58:31;14:18:36;Físico;1,01E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,26E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;16/09/2013;09:07:19;14:52:58;Físico;7,26E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,00E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;12:45:37;14:53:55;Físico;1,00E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,76E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;13:34:28;15:43:33;Físico;9,76E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,24E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;06:13:20;15:43:35;Físico;9,24E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,91E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;06/09/2013;06:13:21;15:54:03;Físico;6,91E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,92E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/11/2013;13:10:46;16:28:01;Físico;9,92E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,46E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;10:19:51;16:40:24;Físico;9,46E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,36E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;17/09/2013;09:56:12;16:41:52;Físico;7,36E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,35E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;14:57:59;16:40:35;Físico;9,35E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,74E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;11:30:51;16:45:14;Físico;9,74E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,27E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;08:22:28;16:49:38;Físico;9,27E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,30E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/07/2013;10:02:25;16:50:20;Físico;5,30E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,68E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;29/07/2013;10:36:48;16:50:57;Físico;5,68E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,33E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/08/2013;07:29:52;02:12:56;Físico;6,33E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,19E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;08:09:34;02:12:58;Físico;7,19E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,47E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/09/2013;09:07:57;02:13:18;Físico;7,47E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,19E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;16/07/2013;09:02:26;02:20:44;Físico;5,19E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,22E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;12/08/2013;10:57:04;02:22:00;Físico;6,22E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,02E+17;Cumprimento de sentença;Indenização por Dano Ambiental;Altamira;22/11/2013;13:04:17;02:22:18;Físico;1,02E+17;2ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,78E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;13:15:41;02:17:45;Físico;9,78E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,42E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/07/2013;08:05:04;02:21:53;Físico;5,42E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,50E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;23/07/2013;10:38:55;02:22:30;Físico;5,50E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,01E+17;Cumprimento de sentença;Indenização por Dano Ambiental;Altamira;22/11/2013;08:10:55;02:55:26;Físico;1,01E+17;2ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,38E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;07:32:04;03:26:00;Físico;9,38E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,41E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/07/2013;07:11:08;03:23:45;Físico;5,41E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,14E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;06:56:27;03:23:58;Físico;7,14E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,26E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;07:52:01;03:26:34;Físico;9,26E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,50E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;13:10:07;11:59:40;Físico;9,50E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,55E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;19/09/2013;07:30:43;12:01:54;Físico;7,55E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,44E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/07/2013;09:22:44;14:53:19;Físico;5,44E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,56E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;15:34:06;14:18:23;Físico;9,56E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,64E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;06:37:34;15:43:44;Físico;7,64E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,75E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;13:20:35;16:39:58;Físico;9,75E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,24E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;06:37:08;16:40:27;Físico;9,24E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,70E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;10:08:05;16:40:25;Físico;7,70E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,01E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;21/11/2013;14:45:43;16:40:50;Físico;1,01E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,74E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;20/09/2013;11:25:41;16:41:37;Físico;7,74E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,25E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;07:04:22;16:42:15;Físico;9,25E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,02E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;10:36:48;16:43:08;Físico;1,02E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,49E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;14/11/2013;12:58:58;16:43:26;Físico;9,49E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,66E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;08:55:40;16:45:01;Físico;9,66E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,33E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;15:15:38;16:45:25;Físico;9,33E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
7,16E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/09/2013;07:03:39;16:46:11;Físico;7,16E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
6,75E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;30/08/2013;07:41:32;16:49:51;Físico;6,75E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,23E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;16/07/2013;10:01:10;16:50:17;Físico;5,23E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,72E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;11:01:00;16:50:39;Físico;9,72E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,78E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;13:00:50;16:50:50;Físico;9,78E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,33E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;13/11/2013;15:18:31;16:51:13;Físico;9,33E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,92E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;05/08/2013;09:23:58;16:51:17;Físico;5,92E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,72E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;11:18:00;16:51:30;Físico;9,72E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
1,01E+17;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/11/2013;07:27:32;16:45:21;Físico;1,01E+17;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
9,71E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;18/11/2013;09:50:29;16:52:16;Físico;9,71E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
5,41E+16;Procedimento Comum Cível;Indenização por Dano Ambiental;Altamira;22/07/2013;07:02:07;17:21:14;Físico;5,41E+16;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;16/10/2024 00:00
